idx,v0_x,v0_y,v1_x,v1_y,order
37,24.232005511819864,-7.973610810472017,28.506310913253067,-8.397776610189386,
37,24.232005511819864,-7.973610810472017,25.721323601307027,-3.132756951310192,
37,24.232005511819864,-7.973610810472017,19.79141664312128,-10.746368603017334,
37,24.232005511819864,-7.973610810472017,22.17276353275686,-12.801766081446601,
37,24.232005511819864,-7.973610810472017,27.145102889123734,-3.303115751865281,
38,23.29314014200596,-28.236368447162263,26.087899489220305,-26.947339107103886,
38,23.29314014200596,-28.236368447162263,20.342616178319403,-24.81969779576369,
38,23.29314014200596,-28.236368447162263,18.65246984049577,-25.712643354407135,
38,23.29314014200596,-28.236368447162263,28.669845806773615,-28.748249587248566,
38,23.29314014200596,-28.236368447162263,28.545650618260844,-23.4208204403014,
38,23.29314014200596,-28.236368447162263,15.655508630292587,-24.486829281197956,
38,23.29314014200596,-28.236368447162263,12.46407036652937,-23.332664050763228,
39,-8.909316977546776,-13.025181747454187,-8.428159517424493,-12.993613450287821,
39,-8.909316977546776,-13.025181747454187,-8.339938798522525,-13.9054450654054,
39,-8.909316977546776,-13.025181747454187,-7.886409957316857,-14.633216104608776,
39,-8.909316977546776,-13.025181747454187,-10.693004664127095,-12.073025159482917,
39,-8.909316977546776,-13.025181747454187,-8.874702090407624,-15.102009308169475,
39,-8.909316977546776,-13.025181747454187,-11.288293459554897,-13.718659858851852,
39,-8.909316977546776,-13.025181747454187,-10.808148440011436,-11.065849531474637,
40,-14.35827033425463,-26.286581317986748,-13.452364530084893,-26.829975290486896,
40,-14.35827033425463,-26.286581317986748,-18.16641825587047,-27.36289109428924,
40,-14.35827033425463,-26.286581317986748,-18.683847602730523,-28.24901399256569,
40,-14.35827033425463,-26.286581317986748,-18.91526029597695,-27.656849014727833,
40,-14.35827033425463,-26.286581317986748,-10.187253237807518,-28.628410460512107,
40,-14.35827033425463,-26.286581317986748,-7.936212180862565,-28.32809082800281,
40,-14.35827033425463,-26.286581317986748,-7.363577804778608,-26.73229590745951,
41,28.447062772687552,22.556682454115297,27.767160088488573,24.92687170145249,
41,28.447062772687552,22.556682454115297,26.651399324718263,24.722459461275633,
41,28.447062772687552,22.556682454115297,25.504651243158577,24.2007197063394,
41,28.447062772687552,22.556682454115297,27.348233625005697,18.282482832894132,
41,28.447062772687552,22.556682454115297,27.834986783349983,17.746984881304712,
41,28.447062772687552,22.556682454115297,26.811584659971878,27.21381520908269,
41,28.447062772687552,22.556682454115297,28.436220048506463,28.247093685912425,
42,9.477413104684317,12.428647329012612,9.7497151430616,11.241398665014366,
42,9.477413104684317,12.428647329012612,10.978649716801804,14.216199092491038,
42,9.477413104684317,12.428647329012612,9.588790060852084,10.048282635915811,
42,9.477413104684317,12.428647329012612,7.504007737560393,8.986567791186765,
42,9.477413104684317,12.428647329012612,5.052767541687587,13.072965650869172,
42,9.477413104684317,12.428647329012612,7.547526922395548,17.259176711727115,
42,9.477413104684317,12.428647329012612,3.866731804584475,11.185715357127428,
43,26.651399324718263,24.722459461275633,27.767160088488573,24.92687170145249,2
43,26.651399324718263,24.722459461275633,25.504651243158577,24.2007197063394,2
43,26.651399324718263,24.722459461275633,26.811584659971878,27.21381520908269,2
43,26.651399324718263,24.722459461275633,28.447062772687552,22.556682454115297,2
43,26.651399324718263,24.722459461275633,24.569177674226466,26.85743166871162,2
43,26.651399324718263,24.722459461275633,26.953205146594335,28.54997344504043,2
43,26.651399324718263,24.722459461275633,28.436220048506463,28.247093685912425,2
44,-27.5198925864248,-2.953101849326252,-28.508953085707347,-2.3970069535681837,
44,-27.5198925864248,-2.953101849326252,-28.623176002779093,-2.651243766674977,
44,-27.5198925864248,-2.953101849326252,-26.892648340136876,-1.617844372910092,
44,-27.5198925864248,-2.953101849326252,-25.780599798692876,-4.5621631838988534,
44,-27.5198925864248,-2.953101849326252,-26.66643490965888,-0.47459061256389035,
44,-27.5198925864248,-2.953101849326252,-26.728903900466218,0.3143847118049443,
44,-27.5198925864248,-2.953101849326252,-26.144215295446195,-7.282110358149755,
45,-7.363577804778608,-26.73229590745951,-6.912941551365474,-27.329507203247093,
45,-7.363577804778608,-26.73229590745951,-7.936212180862565,-28.32809082800281,
45,-7.363577804778608,-26.73229590745951,-4.064878671418622,-26.77035726000148,
45,-7.363577804778608,-26.73229590745951,-10.187253237807518,-28.628410460512107,
