time,x,y,theta,Vx,Vy,Vlin,Vang,cur_cell,is_go_to_base,is_tangent_movement,is_vertical_movement,is_up,is_down,is_go_to_next_cell
416400000000,10.93863375911968,-18.998515826483164,0.0,0.19390439271632467,0.049000882495250406,0.19390439271632467,0.0,8,False,True,False,False,True,False
416400000000,10.93863375911968,-18.998515826483164,0.0,0.19390439271632467,0.049000882495250406,0.19390439271632467,0.0,8,False,True,False,False,True,False
416500000000,10.958113155496441,-18.99398227193987,0.0,0.1932730124451447,0.05143483897494919,0.1932730124451447,0.0,8,False,True,False,False,True,False
416500000000,10.958113155496441,-18.99398227193987,0.0,0.1932730124451447,0.05143483897494919,0.1932730124451447,0.0,8,False,True,False,False,True,False
416600000000,10.977503594768073,-18.989082183690346,0.0,0.19244083748961155,0.054465806395360805,0.19244083748961155,0.0,8,False,True,False,False,True,False
416600000000,10.977503594768073,-18.989082183690346,0.0,0.19244083748961155,0.054465806395360805,0.19244083748961155,0.0,8,False,True,False,False,True,False
416700000000,10.996830896012588,-18.98393869979285,0.0,0.1913795076270674,0.05808514492037751,0.1913795076270674,0.0,8,False,True,False,False,True,False
416700000000,10.996830896012588,-18.98393869979285,0.0,0.1913795076270674,0.05808514492037751,0.1913795076270674,0.0,8,False,True,False,False,True,False
416800000000,11.01607497976155,-18.978492119153316,0.0,0.19063411660022364,0.06048663974839687,0.19063411660022364,0.0,8,False,True,False,False,True,False
416800000000,11.01607497976155,-18.978492119153316,0.0,0.19063411660022364,0.06048663974839687,0.19063411660022364,0.0,8,False,True,False,False,True,False
416900000000,11.035212930524256,-18.972683604661277,0.0,0.19923969942133457,0.017422461780594103,0.19923969942133457,0.0,8,False,True,False,False,True,False
416900000000,11.035212930524256,-18.972683604661277,0.0,0.19923969942133457,0.017422461780594103,0.19923969942133457,0.0,8,False,True,False,False,True,False
417000000000,11.054276342184279,-18.966634940686436,0.0,0.19894129808401423,0.020551396951239028,0.19894129808401423,0.0,8,False,True,False,False,True,False
417000000000,11.054276342184279,-18.966634940686436,0.0,0.19894129808401423,0.020551396951239028,0.19894129808401423,0.0,8,False,True,False,False,True,False
